bpm,spo2
187.0,96.960936
187.0,96.960936
187.0,96.960936
187.0,96.960936
187.0,96.960936
187.0,96.960936
193.75,96.89147399999999
209.5,96.89147399999999
225.25,96.89147399999999
241.0,96.89147399999999
250.0,96.89147399999999
250.0,96.89147399999999
250.0,96.89147399999999
241.0,96.89147399999999
241.0,96.89147399999999
232.0,96.89147399999999
216.25,99.84405
209.5,99.84405
193.75,99.84405
181.75,99.84405
181.75,99.84405
181.75,99.84405
176.5,99.84405
181.75,99.016626
181.75,99.016626
181.75,99.016626
187.0,99.016626
193.75,99.016626
200.5,99.016626
207.25,99.016626
207.25,99.8058
200.5,99.8058
193.75,99.8058
187.0,99.016626
193.75,99.8058
200.5,99.8058
207.25,99.8058
214.0,99.8058
214.0,99.8058
214.0,99.8058
214.0,99.8058
214.0,99.8058
214.0,99.8058
214.0,99.8058
214.0,99.8058
214.0,99.8058
214.0,99.8058
214.0,99.8058
214.0,99.8058
214.0,99.8058
214.0,99.8058
214.0,99.8058
214.0,99.8058
214.0,99.8058
214.0,99.8058
214.0,99.8058
214.0,99.8058
214.0,99.8058
214.0,99.8058
214.0,99.8058
214.0,99.8058
214.0,99.8058
214.0,99.8058
214.0,99.8058
207.25,99.8058
207.25,99.8058
200.5,99.8058
193.75,99.8058
200.5,99.8058
200.5,99.8058
200.5,99.8058
200.5,99.8058
193.75,98.500104
187.0,98.500104
187.0,98.500104
187.0,98.794776
181.75,98.794776
176.5,98.794776
167.25,97.605714
158.0,97.605714
154.0,97.605714
146.5,97.605714
143.0,97.605714
139.5,97.605714
136.0,97.605714
136.0,97.605714
136.0,97.605714
133.25,97.605714
130.5,97.605714
127.75,97.605714
127.75,97.605714
130.5,97.605714
133.25,97.605714
136.0,97.605714
136.0,97.605714
136.0,97.605714
136.0,97.605714
143.5,99.016626
151.0,99.016626
158.5,99.016626
166.0,99.016626
162.0,99.016626
158.0,99.016626
154.0,99.016626
154.0,99.016626
158.0,99.016626
162.0,99.016626
166.0,99.016626
166.0,99.016626
166.0,99.016626
166.0,99.016626
166.0,99.016626
166.0,99.016626
166.0,99.016626
166.0,99.016626
166.0,99.016626
166.0,99.016626
166.0,99.016626
166.0,99.016626
166.0,99.016626
166.0,99.016626
166.0,99.016626
166.0,99.016626
166.0,99.016626
162.0,97.802616
158.0,97.802616
154.0,97.802616
150.0,97.802616
150.0,97.802616
150.0,97.802616
139.25,98.33924999999999
128.5,98.33924999999999
117.75,98.33924999999999
117.75,98.33924999999999
128.5,98.33924999999999
139.25,98.33924999999999
150.0,98.33924999999999
150.0,98.33924999999999
150.0,98.33924999999999
143.75,98.33924999999999
137.5,98.33924999999999
131.25,98.33924999999999
125.0,98.33924999999999
125.0,98.33924999999999
125.0,98.500104
125.0,98.500104
111.5,98.33924999999999
98.0,98.33924999999999
84.5,98.33924999999999
75.25,98.33924999999999
86.25,98.794776
95.25,98.794776
104.25,98.794776
109.0,98.794776
107.0,98.794776
105.25,98.33924999999999
103.5,98.33924999999999
101.75,98.33924999999999
100.0,98.33924999999999
100.0,98.33924999999999
100.0,98.33924999999999
100.0,98.33924999999999
100.0,98.33924999999999
100.0,98.794776
100.0,98.794776
100.0,98.794776
106.25,97.184874
112.5,97.184874
118.75,97.184874
131.25,97.184874
137.5,97.184874
143.75,97.184874
150.0,97.184874
150.0,97.184874
150.0,97.184874
150.0,97.184874
150.0,97.184874
146.5,97.184874
143.0,97.184874
139.5,97.184874
136.0,99.275976
136.0,99.275976
136.0,99.275976
136.0,99.275976
139.5,99.275976
143.0,99.275976
146.5,99.275976
150.0,99.275976
150.0,99.275976
150.0,99.275976
150.0,99.275976
150.0,99.275976
150.0,99.275976
150.0,96.486024
150.0,96.486024
150.0,96.486024
150.0,96.486024
150.0,96.486024
146.5,95.70606599999999
143.0,95.70606599999999
139.5,95.70606599999999
133.25,95.70606599999999
130.5,95.70606599999999
130.5,95.70606599999999
130.5,95.70606599999999
136.75,98.33924999999999
143.0,98.33924999999999
146.5,98.33924999999999
146.5,98.33924999999999
146.5,98.33924999999999
146.5,98.33924999999999
140.25,99.54225
153.0,99.0534
162.25,99.0534
171.5,99.0534
187.0,99.0534
187.0,99.0534
187.0,99.0534
193.75,99.0534
193.75,99.0534
193.75,99.0534
193.75,99.0534
187.0,99.0534
187.0,99.0534
187.0,99.0534
187.0,99.0534
187.0,99.0534
181.75,98.928594
176.5,98.928594
171.25,98.928594
166.0,98.928594
166.0,98.928594
162.0,99.727416
158.0,99.727416
154.0,99.727416
150.0,99.727416
150.0,99.727416
150.0,99.727416
150.0,99.727416
154.0,99.727416
158.0,99.727416
162.0,99.727416
166.0,99.727416
166.0,99.727416
187.0,82.169544
208.0,82.169544
229.0,82.169544
241.0,82.169544
232.0,82.169544
223.0,82.169544
223.0,82.169544
232.0,82.169544
241.0,82.169544
250.0,82.169544
250.0,82.169544
250.0,82.169544
250.0,82.169544
250.0,82.169544
250.0,82.169544
250.0,82.169544
250.0,82.169544
250.0,82.169544
241.0,82.169544
232.0,82.169544
223.0,82.169544
207.25,99.59255399999999
207.25,99.59255399999999
207.25,99.59255399999999
200.5,98.500104
200.5,98.500104
193.75,98.500104
187.0,98.500104
181.75,99.771114
181.75,99.771114
176.5,99.771114
192.25,98.752554
204.25,98.752554
211.0,98.752554
223.0,98.752554
214.0,98.752554
214.0,98.752554
214.0,98.752554
214.0,98.752554
207.25,99.373746
200.5,99.373746
193.75,99.373746
193.75,99.831474
200.5,99.831474
207.25,99.831474
207.25,99.831474
200.5,99.831474
200.5,99.831474
200.5,99.831474
207.25,99.831474
214.0,99.831474
202.0,99.855786
186.0,99.855786
166.5,96.486024
147.0,96.486024
139.5,96.486024
139.5,98.794776
143.0,98.794776
146.5,98.794776
150.0,98.794776
154.0,99.519096
158.0,99.519096
162.0,99.345144
166.0,99.345144
166.0,99.345144
166.0,99.345144
166.0,99.345144
166.0,99.345144
166.0,99.345144
166.0,99.345144
166.0,99.345144
166.0,99.345144
166.0,99.345144
166.0,99.345144
166.0,99.345144
166.0,99.345144
166.0,99.345144
166.0,99.345144
166.0,99.345144
166.0,99.345144
166.0,99.345144
166.0,99.345144
166.0,99.345144
166.0,99.345144
166.0,99.345144
166.0,99.345144
166.0,99.345144
166.0,99.345144
166.0,99.345144
162.0,99.345144
151.75,99.8058
141.5,99.8058
131.25,99.8058
125.0,99.8058
125.0,99.8058
127.75,99.8058
130.5,99.373746
133.25,99.373746
136.0,99.373746
136.0,99.373746
136.0,99.373746
136.0,99.373746
136.0,99.8058
136.0,99.373746
136.0,99.373746
136.0,99.373746
136.0,99.373746
136.0,99.373746
130.75,99.373746
125.5,99.373746
120.25,99.373746
115.0,99.373746
113.0,99.373746
111.0,99.373746
109.0,99.373746
107.0,99.373746
111.5,99.373746
116.0,99.8058
120.5,99.8058
125.0,99.8058
125.0,99.8058
125.0,99.8058
125.0,99.8058
125.0,99.8058
125.0,99.8058
125.0,99.8058
125.0,99.8058
122.5,99.8058
120.0,99.8058
120.0,99.462504
120.0,99.462504
122.5,99.462504
125.0,99.462504
125.0,99.462504
125.0,99.462504
125.0,99.462504
125.0,99.462504
125.0,99.462504
125.0,99.462504
125.0,99.462504
125.0,99.462504
125.0,99.462504
125.0,99.462504
125.0,99.462504
122.5,99.462504
120.0,99.462504
117.5,99.462504
113.0,97.990506
111.0,97.990506
109.0,97.990506
107.0,97.990506
111.5,99.462504
116.0,99.169194
120.5,99.169194
125.0,99.169194
125.0,99.169194
125.0,99.169194
125.0,99.169194
125.0,99.169194
125.0,99.169194
125.0,99.169194
122.5,99.169194
120.0,99.169194
117.5,99.169194
115.0,99.169194
117.5,99.8058
120.0,99.8058
122.5,99.8058
125.0,99.8058
125.0,99.8058
125.0,99.8058
125.0,99.8058
125.0,99.8058
125.0,99.8058
125.0,99.8058
125.0,99.8058
125.0,99.8058
125.0,99.8058
125.0,99.8058
125.0,99.8058
125.0,99.8058
125.0,99.8058
125.0,99.8058
122.5,98.651946
120.0,98.651946
117.5,98.651946
115.0,98.651946
115.0,98.651946
115.0,98.651946
113.0,99.727416
111.0,99.727416
109.0,99.727416
107.0,99.727416
107.0,99.727416
107.0,99.727416
107.0,99.727416
107.0,99.727416
107.0,99.727416
107.0,99.727416
107.0,99.727416
109.0,99.727416
111.0,99.727416
111.0,98.794776
111.0,98.794776
109.0,98.794776
107.0,98.794776
107.0,98.794776
107.0,98.794776
107.0,97.3998
109.0,97.3998
109.0,97.3998
109.0,97.3998
109.0,97.3998
107.0,97.3998
109.0,97.3998
111.0,97.3998
115.5,97.3998
120.0,97.3998
122.5,97.3998
122.5,97.3998
122.5,97.3998
128.75,97.3998
131.5,97.3998
136.75,97.3998
139.5,97.3998
136.0,97.3998
136.0,97.3998
136.0,97.3998
136.0,97.3998
136.0,97.3998
136.0,97.3998
136.0,97.3998
136.0,97.3998
136.0,97.3998
136.0,97.3998
136.0,97.3998
136.0,97.3998
136.0,97.3998
139.5,98.794776
139.5,98.33924999999999
139.5,98.33924999999999
139.5,98.33924999999999
136.0,98.33924999999999
136.0,98.33924999999999
136.0,98.33924999999999
136.0,98.33924999999999
133.25,98.33924999999999
133.25,98.33924999999999
133.25,98.33924999999999
133.25,98.33924999999999
136.0,98.33924999999999
128.75,97.3998
121.5,97.3998
114.25,97.3998
109.0,97.3998
111.0,97.3998
113.0,97.3998
117.5,97.3998
117.5,97.3998
117.5,97.3998
117.5,98.169384
115.0,98.169384
117.5,98.928594
117.5,98.928594
117.5,98.928594
117.5,98.928594
117.5,98.928594
122.75,98.928594
128.0,98.928594
130.5,98.928594
130.5,98.928594
130.5,98.928594
130.5,99.771114
133.25,99.854424
136.0,99.855786
136.0,98.928594
127.0,99.8058
118.0,99.8058
109.0,99.712434
100.0,99.712434
101.75,99.712434
103.5,99.712434
105.25,99.712434
111.5,99.275976
116.0,99.275976
120.5,99.275976
125.0,98.169384
125.0,98.169384
125.0,98.169384
131.25,98.169384
137.5,99.612984
143.75,98.169384
143.75,98.169384
140.25,96.960936
136.75,96.960936
133.25,96.960936
133.25,99.169194
133.25,99.462504
133.25,99.462504
133.25,99.462504
139.5,99.462504
143.0,97.605714
146.5,97.605714
150.0,97.605714
150.0,96.960936
150.0,99.462504
150.0,99.462504
150.0,99.462504
154.0,99.462504
158.0,99.462504
162.0,99.462504
